image_name,corners,centers,left_angle,right angle
CFD-BF-010-001-N.jpg,292.2892403,119,40.52769391,45.72781794
CFD-BF-013-001-N.jpg,263.0171097,97.12878049,37.39033935,41.88712155
CFD-BF-014-002-N.jpg,268.0167905,94,37.2029164,39.94190058
CFD-BF-015-004-N.jpg,223.0560468,97.02061637,44.47032368,49.45905088
CFD-BF-016-017-N.jpg,265.0679158,115.01739,43.81416036,48.04588605
CFD-BF-021-013-N.jpg,293,120.1499064,39.94312092,49.91927921
CFD-BF-024-002-N.jpg,281.0071173,103.0436801,36.9568411,43.69460099
CFD-BF-025-002-N.jpg,259.0173739,117.1067889,46.30274584,50.97748855
CFD-BF-027-002-N.jpg,269.0297381,87.05170877,35.07145219,36.56616526
CFD-BF-028-001-N.jpg,264.0927867,136.0036764,51.59972595,57.34478704
CFD-BF-030-002-N.jpg,296.0422267,106,35.93145224,41.370642
CFD-BF-031-002-N.jpg,249.002008,138.1303732,52.79629801,62.94940299
CFD-BF-032-038-N.jpg,258.069758,102.019606,40.56799683,46.03331694
CFD-BF-033-016-A.jpg,262.1545346,110.0409015,41.42830421,49.27429853
CFD-BF-034-002-N.jpg,275.3071013,105.0761629,39.74503171,43.99491399
CFD-BF-036-027-N.jpg,240.0083332,105.0047618,44.84371549,48.80194446
CFD-BF-039-031-N.jpg,271.00738,99.08077513,37.70273489,41.83028578
CFD-BF-041-001-N.jpg,266.0469883,95.00526301,36.37293553,41.75506676
CFD-BF-042-026-N.jpg,274.0656856,120.0041666,44.78744315,49.85932293
CFD-BF-043-003-N.jpg,288.0433995,96.04686356,34.58105487,39.02954873
CFD-BF-044-034-N.jpg,261.1225766,90.04998612,36.25413199,40.01444845
CFD-BF-045-003-N.jpg,243.0020576,102.019606,43.4569654,47.15002635
CFD-BF-048-002-N.jpg,249.0983741,100.019998,41.20433726,46.61600306
CFD-BF-049-032-N.jpg,270.0074073,113.0044247,42.54982612,48.36295194
CFD-BF-050-003-N.jpg,264.0473442,88.02272434,33.54941899,40.08620124
CFD-BF-051-035-N.jpg,260.2325883,102.1224755,40.454401,45.46905605
CFD-BF-200-080-N.jpg,274.220714,101.0445446,38.8582243,42.0069613
CFD-BF-201-080-N.jpg,276.0163039,102,37.84763444,42.74647741
CFD-BF-202-109-N.jpg,290.0155168,110.0045454,38.63091412,44.57049285
CFD-BF-203-184-N.jpg,266.5426795,117.0384552,42.90949304,51.64589905
CFD-BF-204-189-N.jpg,297.0605999,128.0039062,42.7583542,48.69631241
CFD-BF-205-141-N.jpg,281.4000711,101.0445446,37.67669499,41.44449126
CFD-BF-206-143-N.jpg,304.0805814,81,27.90107159,31.92467825
CFD-BF-207-004-N.jpg,282.0070921,99.00505038,36.27342018,41.02897463
CFD-BF-208-266-N.jpg,292.027396,127.0157471,43.4648585,49.38333926
CFD-BF-209-172-N.jpg,291.0841803,92.00543462,33.14857723,37.23922929
CFD-BF-210-130-N.jpg,314.0254767,119.0168055,37.32316688,44.55758338
CFD-BF-211-168-N.jpg,284.5698508,120.1041215,42.12381792,50.02891348
CFD-BF-212-315-N.jpg,321.3051509,120.0166655,36.96253555,43.3799128
CFD-BF-213-188-N.jpg,278.179798,98.00510191,36.0694099,41.89986866
CFD-BF-214-308-N.jpg,291.0017182,106.0754448,37.05090037,43.27410314
CFD-BF-215-177-N.jpg,306,146.0034246,47.46361843,54.0726036
CFD-BF-216-132-N.jpg,261.1915006,103.0436801,40.14491574,44.82978131
CFD-BF-217-189-N.jpg,302.0149003,104,35.25059129,40.68930093
CFD-BF-218-207-N.jpg,312.0785158,144.0138882,44.84324359,51.58105809
CFD-BF-219-137-N.jpg,286.3424523,124.036285,43.47887222,50.48745657
CFD-BF-220-161-N.jpg,292.1711827,122.0040983,42.34326777,48.61236379
CFD-BF-221-223-N.jpg,321.263132,117.1067889,36.14841391,43.99567863
CFD-BF-222-240-N.jpg,274.220714,127.0983871,46.3097537,53.48245348
CFD-BF-223-250-N.jpg,279.0161286,116.0043103,41.95023953,47.45335196
CFD-BF-224-002-N.jpg,308.01461,122,40.41241766,45.53988909
CFD-BF-225-192-N.jpg,312.1025473,110.0045454,35.15041704,42.94669493
CFD-BF-226-119-N.jpg,270.5993348,142.0140838,50.07559385,61.43977963
CFD-BF-227-137-N.jpg,280.1446055,105.0428484,37.96152493,44.51547617
CFD-BF-228-212-N.jpg,303.4221482,122.0368797,38.85717329,47.99788154
CFD-BF-229-179-N.jpg,297.1683025,126.1427762,41.79828147,50.03059774
CFD-BF-230-189-N.jpg,303.0264015,136.0147051,43.30748252,53.19009312
CFD-BF-231-202-N.jpg,291.4961406,127.1416533,44.02485888,50.16319789
CFD-BF-232-187-N.jpg,287.1410803,117.0042734,40.98747495,47.99474192
CFD-BF-233-116-N.jpg,286.0279707,120.0041666,42.22522454,47.7928847
CFD-BF-234-167-N.jpg,305.132758,111.1125555,39.06422095,40.95972447
CFD-BF-235-168-N.jpg,283.1130516,106.0188662,38.43894987,44.0411389
CFD-BF-236-177-N.jpg,271.0664125,111.0720487,42.08376892,47.16497751
CFD-BF-237-172-N.jpg,301.0265769,96.00520819,33.04869446,37.71873953
CFD-BF-238-190-N.jpg,312.1602153,120.0166655,39.06482877,45.24101845
CFD-BF-239-180-N.jpg,271.0461215,102,38.63336725,43.65290612
CFD-BF-240-179-N.jpg,276.0163039,106.0188662,39.60126847,43.91354929
CFD-BF-241-222-N.jpg,283,115,41.81339493,46.58173762
CFD-BF-242-154-N.jpg,298,90,31.02457189,36.0494891
CFD-BF-243-164-N.jpg,291.3365751,120.0374941,40.26941019,49.79376565
CFD-BF-244-231-N.jpg,286.5658738,132.0340865,45.63721733,52.78937331
CFD-BF-245-178-N.jpg,283.1130516,113.1105654,41.3239321,45.66359847
CFD-BF-246-170-N.jpg,326,145.0034482,43.70088952,52.83694438
CFD-BF-247-179-N.jpg,271.0664125,111.0720487,43.49123185,45.51155587
CFD-BF-248-149-N.jpg,314.0573196,123.0162591,39.86625232,45.62240336
CFD-BF-249-091-N.jpg,272.1837615,122.0040983,44.36306123,52.49383961
CFD-BF-250-121-N.jpg,322.0062111,134,41.74901052,46.83509654
CFD-BF-251-211-N.jpg,255.5014677,115.0043477,43.84678121,51.23460112
CFD-BF-252-191-N.jpg,255.9472602,117.0683561,44.49306187,54.34713703
CFD-BF-253-202-N.jpg,296.3798239,121.0041322,40.36737703,49.20309687
CFD-BF-254-201-N.jpg,284.4503472,117.0170928,41.84245033,47.56632423
CFD-BF-255-140-N.jpg,294.1088234,111.1125555,38.89747741,43.63880476
CFD-BM-001-014-N.jpg,294.1377228,126.015872,43.71942581,49.36157265
CFD-BM-002-013-N.jpg,326.0015337,127.0157471,38.60688872,46.39524825
CFD-BM-005-003-N.jpg,276.0163039,122,45.32510877,50.27269206
CFD-BM-009-002-N.jpg,265.0924367,111.0405331,43.65305459,47.2416003
CFD-BM-011-016-N.jpg,290.0431002,99.00505038,35.80343272,39.22281608
CFD-BM-012-018-N.jpg,292.027396,94,33.01725829,38.31101467
CFD-BM-013-002-N.jpg,294.0153057,125.0359948,41.18836131,48.6637634
CFD-BM-015-015-N.jpg,275.0072726,121.0165278,45.11793283,49.67571235
CFD-BM-018-001-N.jpg,271.00738,96.02083107,37.16025914,40.59347305
CFD-BM-019-002-N.jpg,295,122,42.19989051,47.33091973
CFD-BM-020-001-N.jpg,310.1612484,99.12618221,34.44084521,35.78311619
CFD-BM-021-021-N.jpg,305.0262284,119.0042016,38.92106042,44.90407317
CFD-BM-022-022-N.jpg,297.2036339,108.0185169,36.82590435,43.19301774
CFD-BM-023-029-N.jpg,279.0877998,117,42.05651101,49.1182226
CFD-BM-024-001-N.jpg,283.0282671,123.004065,43.36091552,50.89180488
CFD-BM-025-045-A.jpg,302.0413879,95.00526301,33.13724475,36.75247287
CFD-BM-026-002-N.jpg,292.3354238,132.0340865,45.35255934,51.41869842
CFD-BM-027-001-N.jpg,262.0477056,101.0445446,36.86536314,46.38273307
CFD-BM-028-002-N.jpg,286.0157338,119,43.47715801,46.40450003
CFD-BM-029-024-N.jpg,292.0428051,109.0045871,38.94101228,42.38707101
CFD-BM-030-003-N.jpg,276.1467001,114.0043859,40.80508868,48.48506955
CFD-BM-031-003-N.jpg,313.0399336,108.2266141,36.66994025,38.61680854
CFD-BM-032-024-N.jpg,300.0816556,115.0695442,39.85378501,43.79902806
CFD-BM-033-003-N.jpg,322.0062111,109.0045871,34.7615449,39.07594316
CFD-BM-036-003-N.jpg,313.0575027,128.015624,40.47262345,46.79643409
CFD-BM-037-033-N.jpg,300.0066666,122.0368797,41.84033534,46.89292942
CFD-BM-038-001-N.jpg,277.259806,124.1007655,46.34715488,49.65963419
CFD-BM-039-029-N.jpg,306.0261427,130.0615239,42.65987276,49.6497472
CFD-BM-040-002-N.jpg,271.00738,162.0030864,56.68975672,63.83935092
CFD-BM-041-035-N.jpg,284.0633732,122.0163923,43.72213805,49.50365974
CFD-BM-043-071-N.jpg,294.1377228,121.0371844,42.11930417,46.23780797
CFD-BM-045-004-N.jpg,303.1336339,126.0634761,43.46622102,46.84157496
CFD-BM-046-006-N.jpg,278.0017986,109,40.5173849,44.99598769
CFD-BM-200-046-N.jpg,319.1002977,132.0340865,40.76724165,48.27629173
CFD-BM-201-077-N.jpg,286.1118662,132,46.12341464,53.40250412
CFD-BM-202-063-N.jpg,279.2579453,118.0381294,43.70707998,48.0097507
CFD-BM-203-001-N.jpg,276.4073082,138.0036231,47.30802494,59.95768633
CFD-BM-204-003-N.jpg,256.2362191,125.015999,47.77745116,56.98425267
CFD-BM-205-001-N.jpg,352.0511326,142.0563269,39.77297964,47.79270237
CFD-BM-206-114-N.jpg,277.2183255,105.1712889,39.82834205,42.55640589
CFD-BM-207-024-N.jpg,287.210724,111.0180166,39.16147664,45.65643983
CFD-BM-208-065-N.jpg,274.1167634,112.0714058,41.40857604,46.14758391
CFD-BM-209-088-N.jpg,279.4584048,91.08786966,34.59534924,37.34773676
CFD-BM-210-148-N.jpg,324.1249759,116.1077086,36.86538368,40.7811473
CFD-BM-211-174-N.jpg,283.0017668,112,41.17252956,45.31283688
CFD-BM-212-117-N.jpg,282.0443228,106.0424443,37.18817619,44.18154454
CFD-BM-213-134-N.jpg,293.0068259,108.0185169,37.04175416,43.76449222
CFD-BM-214-075-N.jpg,294.1377228,116.0387866,39.57107122,45.60569573
CFD-BM-215-155-N.jpg,296.0016892,124.0040322,40.69594716,49.26104629
CFD-BM-216-088-N.jpg,282.3986544,101.0049504,34.76007147,45.10293204
CFD-BM-217-082-N.jpg,292.1095685,103.0194156,36.26519635,40.75345476
CFD-BM-218-132-N.jpg,300.2015989,106,36.43758119,41.60394895
CFD-BM-219-141-N.jpg,240.0749883,105.0761629,45.23055652,49.38140875
CFD-BM-221-198-N.jpg,279.0071684,110.0045454,40.12841105,45.58856506
CFD-BM-222-173-N.jpg,295.1694429,101.0049504,34.72742642,41.25915364
CFD-BM-223-171-N.jpg,292.027396,108.0046295,38.76355158,42.59116751
CFD-BM-224-073-N.jpg,288.0017361,111.0045044,39.25189599,44.8708732
CFD-BM-225-154-N.jpg,321.0140184,118.0677771,36.68588216,44.71740696
CFD-BM-226-276-N.jpg,289.1107054,150.0033333,50.80528451,57.68484301
CFD-BM-227-191-N.jpg,312.0144227,123.004065,40.488086,43.8490861
CFD-BM-228-145-N.jpg,295.2050135,92.08691547,30.98492232,38.5463982
CFD-BM-229-209-N.jpg,306.320094,125.0039999,40.22353116,47.72497613
CFD-BM-230-232-N.jpg,268.1865023,112,42.29895355,48.15328359
CFD-BM-231-155-N.jpg,309.3169895,132.0340865,43.41792789,48.80169597
CFD-BM-232-213-N.jpg,296.0422267,115.01739,38.64469837,46.99660876
CFD-BM-233-285-N.jpg,320.0999844,116.1077086,37.86739305,41.66614934
CFD-BM-234-172-N.jpg,305.1982962,93.00537619,32.12579749,35.76853866
CFD-BM-235-226-N.jpg,275.5249535,108.0416586,40.19687122,45.72293677
CFD-BM-236-248-N.jpg,316.0253154,119.0168055,39.1146986,43.33980838
CFD-BM-237-188-N.jpg,300.0816556,138.0036231,45.47342392,53.70317432
CFD-BM-238-242-N.jpg,280.1446055,129.0038759,45.2672291,54.3673377
CFD-BM-239-136-N.jpg,282.1435805,128.0039062,44.07685688,53.59544149
CFD-BM-240-207-N.jpg,295.0271174,113,38.07824405,45.86557067
CFD-BM-241-235-N.jpg,296.0608046,113.039816,38.3375074,45.81735406
CFD-BM-242-233-N.jpg,274.182421,122,43.35618826,52.61323247
CFD-BM-243-218-N.jpg,308.0064934,103.0776406,35.10229945,38.3021222
CFD-BM-244-197-N.jpg,285.0631509,115,40.65845322,46.54235624
CFD-BM-245-164-N.jpg,300.2815346,109.0183471,38.0656511,41.81958986
CFD-BM-246-192-N.jpg,315.0777682,118.0381294,38.14388173,44.39459801
CFD-BM-247-240-N.jpg,295.0830392,104,35.57076718,41.6063339
CFD-BM-248-128-N.jpg,258.3273118,120.1041215,47.13629308,52.5349941
CFD-BM-249-235-N.jpg,298.0419434,118.0169479,39.17516702,46.45629601
CFD-BM-250-170-N.jpg,319,134.0335779,41.04335271,50.67673725
CFD-BM-251-013-N.jpg,306.1323243,109.0045871,35.37206894,41.7823784
CFD-BM-252-161-N.jpg,297.0016835,115.0391238,38.78639119,45.8728207
CFD-BM-253-004-N.jpg,260.0480725,129.0155029,47.69800641,57.5588816
CFD-IF-601-519-N.jpg,308.0016234,81.0246876,26.6336428,31.65915329
CFD-IF-602-134-N.jpg,272.0165436,111.0180166,41.30966831,47.59197323
CFD-IF-605-066-N.jpg,272.0073528,105.0190459,40.31489843,44.28143814
CFD-IF-608-390-N.jpg,246.018292,91.13725912,39.28500593,42.04213472
CFD-IF-609-408-N.jpg,288.0017361,86.02325267,29.68181497,37.52139779
CFD-IF-610-766-N.jpg,257.0311265,88.02272434,36.56637761,38.98330315
CFD-IF-612-149-N.jpg,275.2199121,88,32.6508023,38.20100911
CFD-IF-614-107-N.jpg,285.3944639,110.0045454,36.96701873,48.62531319
CFD-IF-618-212-N.jpg,266.4225966,92.04890005,35.69739429,40.84601714
CFD-IF-619-197-N.jpg,293.0068259,83.02409289,30.63892498,32.49879257
CFD-IF-620-218-N.jpg,287.1410803,90.02221948,31.77520772,38.3657825
CFD-IF-622-096-N.jpg,268.2256513,82,31.54441229,36.79640143
CFD-IF-623-129-N.jpg,291.0017182,82,30.76546787,32.19770616
CFD-IF-625-225-N.jpg,284,76.00657866,27.62783684,32.70612639
CFD-IF-626-375-N.jpg,292.0616373,99.00505038,33.64468755,40.88766309
CFD-IF-629-234-N.jpg,290.0844705,89.02246907,31.3260931,36.85764536
CFD-IF-631-363-N.jpg,302.0413879,98.02040604,33.25233148,38.85020732
CFD-IF-633-012-N.jpg,273.016483,95.00526301,35.86414354,41.10981365
CFD-IF-634-382-N.jpg,326.0015337,80.00624976,26.02361233,28.75138371
CFD-IF-636-011-N.jpg,324,103.0436801,33.42618184,37.2536292
CFD-IF-641-504-N.jpg,290.2085457,100.2447006,36.80160712,39.47541363
CFD-IF-642-295-N.jpg,289.1107054,105.0047618,36.85825799,43.45729707
CFD-IF-644-306-1-N.jpg,299.0819286,123.004065,40.75957318,49.42055729
CFD-IF-644-306-2-N.jpg,302.0413879,119.0042016,39.1123292,47.6334016
CFD-IF-649-016-N.jpg,278.2588723,97.08243919,36.50209302,40.64105576
CFD-IF-650-315-N.jpg,321.1557255,110,34.84670513,41.27004687
CFD-IF-660-464-N.jpg,283.0441662,88.02272434,31.87227491,37.38885584
CFD-IF-665-015-N.jpg,300.0149996,110,39.31262547,40.87443143
CFD-IF-668-009-N.jpg,304.0263147,93.04837452,32.81634341,35.13126786
CFD-IF-672-305-N.jpg,288.0156246,102,36.40531257,41.86715854
CFD-IF-673-389-N.jpg,320.1265375,123.0365799,37.61589838,47.07387137
CFD-IF-676-017-N.jpg,278.179798,98.12746812,37.58729435,39.99753283
CFD-IF-677-452-1-N.jpg,304,107.0046728,37.71321614,39.85083147
CFD-IF-677-452-2-N.jpg,301.0016611,104.019229,37.08082665,39.2072035
CFD-IF-691-007-N.jpg,276.1159177,94.02127419,32.9315949,43.6157232
CFD-IF-693-172-N.jpg,311.0401903,101.0198,33.90784037,38.04991536
CFD-IF-704-125-N.jpg,308,97.0051545,33.23429642,36.85625916
CFD-IF-705-196-N.jpg,302.0149003,90.04998612,30.57660595,36.24736214
CFD-IF-710-016-N.jpg,300.059994,93.04837452,31.92034599,37.30897871
CFD-IF-713-170-N.jpg,266.1522121,92.02173656,35.16478055,41.31764304
CFD-IF-714-008-1-N.jpg,327.0382241,94.33981132,32.59286166,31.54240204
CFD-IF-714-008-2-N.jpg,329.0379917,91.35097153,31.06516489,30.7684445
CFD-IF-718-001-N.jpg,311.0578724,97.04638066,33.61996853,35.69369531
CFD-IF-722-456-N.jpg,282.1772493,111,38.25303284,48.54975765
CFD-IF-723-255-N.jpg,279.0017921,76.02631123,29.33387128,31.65271744
CFD-IF-729-393-N.jpg,264.0303013,97.18538985,39.5538814,41.24889876
CFD-IF-730-410-N.jpg,281,96.02083107,36.41421545,38.72058271
CFD-IF-732-260-N.jpg,269.1505155,95.08417324,36.51298133,41.52154213
CFD-IF-733-110-N.jpg,261.1225766,90.02221948,35.37345303,41.11572104
CFD-IF-734-108-N.jpg,283,112,40.79852546,45.47116859
CFD-IF-735-353-N.jpg,274.0018248,98.00510191,37.42504312,40.81417826
CFD-IF-737-104-N.jpg,304.0016447,97.0051545,33.71855645,36.95547754
CFD-IF-741-040-N.jpg,280.2159881,97.0051545,34.83454627,42.12197944
CFD-IF-742-103-N.jpg,300.0149996,93.00537619,32.50429872,36.56673437
CFD-IF-744-114-N.jpg,288.2932535,97.02061637,34.54312168,40.19132458
CFD-IM-603-305-N.jpg,295.2439669,84.21401309,31.72667053,31.91938002
CFD-IM-604-014-N.jpg,278.179798,94.04786016,35.02100958,39.46380228
CFD-IM-607-018-N.jpg,266.1202736,86.02325267,33.50873871,37.68835311
CFD-IM-611-306-N.jpg,283.0865592,81.09870529,30.31642578,32.99619297
CFD-IM-613-169-N.jpg,252.0495983,107.0046728,45.20702425,46.78712005
CFD-IM-615-167-N.jpg,294.3331446,87.09190548,30.79208813,35.45754935
CFD-IM-616-214-N.jpg,280.0642783,84.00595217,31.77072128,35.15305099
