image_name,upper_corner,lower_corner,all_center,upper_angle,middle_angle,lower_angle,lower_distance
CFD-BF-033-016-A.jpg,226.0353955,220.0363606,397.045598,61.74575801,117.3218459,54.63116558,572.919166
CFD-BF-033-028-N.jpg,218.0573319,214.0584032,410.0016949,58.39086046,108.8220766,52.17120837,582.7702327
CFD-BF-033-031-HO.jpg,229.0349318,225.0555487,433.0764234,63.29955733,117.3402689,48.3759253,648.051688
CFD-BF-033-033-HC.jpg,221.0203611,219.020547,453.0058608,61.65429185,115.1971356,44.22627151,677.7873661
CFD-BF-033-054-F.jpg,228.002193,224.0022321,449.1637556,62.7957004,116.2919702,45.72375517,677.8711344
CFD-BF-034-002-N.jpg,231.1060363,227.1079039,416.0064517,63.77331671,109.9810691,51.84821721,628.9535065
CFD-BF-034-005-HO.jpg,241.1327435,239.1338537,428.0015385,69.91133883,120.6834569,49.87114541,673.0657204
CFD-BF-034-031-HC.jpg,233.0772404,229.1069619,411.0045871,63.94317977,113.8945934,53.42696902,613.2562979
CFD-BF-034-035-A.jpg,227.0550594,223.0807029,379,63.27959311,114.3180266,58.77702449,553.0631268
CFD-BF-034-044-F.jpg,235.0765833,229.0785891,418.0111271,60.589396,103.5867124,54.55265361,613.9964597
CFD-BF-035-001-N.jpg,224.1428116,218.1467396,394.2403284,62.390213,113.8910093,54.0032934,571.9138322
CFD-BF-035-007-HC.jpg,241.1327435,238.1701073,385.2591388,67.33170245,123.8121588,59.93049842,565.3038058
CFD-BF-035-009-A.jpg,241.2509067,236.2562168,357.1280279,70.04532604,122.7738559,64.13152759,534.3352237
CFD-BF-035-023-F.jpg,235.1722773,230.2172887,435.1326163,63.74335872,110.388149,49.4235746,654.9852964
CFD-BF-035-027-HO.jpg,244.3460661,241.3503677,416.5163807,69.52075431,123.7511902,52.8875157,635.1550621
CFD-BF-036-020-A.jpg,211.0094785,206.0218435,367.0859483,63.79430268,116.6963629,54.14456598,538.9611074
CFD-BF-036-027-N.jpg,199.0226118,194.0412327,400.1153019,56.38076565,107.5903024,47.78111107,564.6425107
CFD-BF-036-030-HO.jpg,209.0023923,204.002451,371.0064611,60.90253082,116.1905047,54.62649614,526.3403431
CFD-BF-036-032-HC.jpg,213.0375554,208.038458,368.3029283,60.03893716,113.6012812,57.86005945,510.7942014
CFD-BF-036-046-F.jpg,201.0621794,194.0927613,332.2335078,57.4610909,109.9432693,64.06257103,437.1342269
CFD-BF-037-013-A.jpg,205.002439,201.0024875,382.0073528,60.15755315,115.4009432,51.46913827,548.0525476
CFD-BF-037-022-N.jpg,197.010152,192.0026041,405.0017065,55.74941334,108.192423,46.49014327,573.838061
CFD-BF-037-026-HO.jpg,220.0204536,218.0206412,443.0432602,66.42488393,120.3029248,43.02278987,690.7787414
CFD-BF-037-030-HC.jpg,218.0366942,216.0370339,430.019275,62.7819251,118.7012469,46.23527543,639.7656372
CFD-BF-037-043-F.jpg,203,196,428.0060817,56.07921197,106.6352985,43.76409815,620.6054047
CFD-BF-038-004-HO.jpg,231.0194797,227.0198229,473.1568539,71.8692977,116.3110364,39.45830814,788.3701306
CFD-BF-038-009-HC.jpg,237,233,483.0060973,72.45763128,113.0743668,39.55383574,814.3727476
CFD-BF-038-026-F.jpg,242,238.0021008,511,67.6778718,106.7244465,39.27506707,842.4211311
CFD-BF-038-029-A.jpg,229,223.0022421,460.2672787,65.74655651,108.2816494,42.38055133,731.5489596
CFD-BF-038-037-N.jpg,230.0195644,226.0088494,412.0504625,65.70073012,107.3926185,50.9746767,640.2336568
CFD-BF-039-008-HC.jpg,227.0088104,224.0089284,389.0043477,64.6498485,122.0683912,55.69627991,566.2959707
CFD-BF-039-022-F.jpg,231.0779089,227.1079039,366.1643834,64.33746271,120.0687349,62.93031544,515.9942242
CFD-BF-039-031-N.jpg,216,211,395.0178557,59.12391866,109.8993865,53.56599805,560.9126492
CFD-BF-039-033-HO.jpg,237,233.0085835,394.0731789,66.41042021,120.9154936,56.66997662,581.6920432
CFD-BF-039-039-A.jpg,216.0023148,211.0023697,386.0178557,61.16958865,115.5466693,53.89986498,554.6718296
CFD-BF-040-003-N.jpg,232.0021552,227.0022026,413.0043477,60.02243808,108.6316749,55.32910378,590.8988025
CFD-BF-040-010-HC.jpg,242,239.002092,417.018217,62.61137266,115.4273412,56.90763129,598.1266204
CFD-BF-040-043-HO.jpg,240,237,421,66.71620149,118.1429558,52.36664873,637.9563156
CFD-BF-040-051-A.jpg,223.0022421,218.0022936,303.0027174,60.34153761,115.7023399,86.67436273,388.1525079
CFD-BF-040-081-F.jpg,223.0022421,216.0092591,385.0444841,55.78604031,105.5824821,61.6490195,513.3988234
CFD-BF-041-001-N.jpg,219.0022831,214.0023364,406,61.87879919,113.9889354,50.37804181,597.7014731
CFD-BF-041-004-HO.jpg,223.0089684,221.0090496,394.0178557,66.04925617,124.6137014,52.5153419,588.5810068
CFD-BF-041-018-F.jpg,210.0095236,204.0098037,381.0172401,57.74149472,111.8407108,54.98548391,531.0975264
CFD-BF-041-038-HC.jpg,222.0090088,219.0091322,385.0394669,64.36197625,122.5174718,54.84407162,566.1698864
CFD-BF-041-047-A.jpg,213.0211257,209.0095692,302.0421264,63.46220657,124.4767661,76.29588537,409.3782299
CFD-BF-042-026-N.jpg,226.0088494,221.0203611,399.0255392,59.96345307,105.1961658,56.07068744,574.1091805
CFD-BF-042-028-HO.jpg,241.0020747,238,402.0253196,66.62858996,116.9358329,56.60151153,601.4683845
CFD-BF-042-031-HC.jpg,239.0522955,236.0529602,392.0568585,64.89411155,114.725013,59.49177305,573.2835547
CFD-BF-042-034-A.jpg,229.1396954,224.1093483,351.1458866,63.59647268,116.305836,66.61662353,494.7214208
CFD-BF-042-036-F.jpg,229.2182366,223.2241026,396.1273962,57.81019397,102.2171792,59.80296298,545.8841283
CFD-BF-043-003-N.jpg,239.002092,235.0085105,421.0060823,64.56317089,115.5963261,53.13109835,629.3286933
CFD-BF-043-004-HO.jpg,248.0080644,246.0020325,450.0198134,72.90887064,129.8899384,46.90759786,718.9227137
CFD-BF-043-010-HC.jpg,245.0020408,243.0020576,419.0169479,68.78360584,127.8068712,53.41183943,636.6582707
CFD-BF-043-015-F.jpg,244.3460661,241.3503677,395.0205055,64.39275404,117.7069442,61.23827378,569.2163019
CFD-BF-043-038-A.jpg,257.0953131,253.0711362,390.0115993,70.17602191,126.8653091,62.09529259,586.9799721
CFD-BF-044-007-HO.jpg,241.0020747,239.002092,434.0048543,72.32494447,126.2936756,47.66893066,692.609384
CFD-BF-044-011-HC.jpg,235,232,421.0747403,69.56852085,125.2563587,49.08280364,653.4762472
CFD-BF-044-034-N.jpg,220.0090907,216.0092591,417.0063246,61.92873681,111.1490938,48.99604,621.2944423
CFD-BF-044-044-A.jpg,217.0368632,212.0377325,390.1623977,62.12495564,117.7203553,52.68996737,561.732515
CFD-BF-044-049-F.jpg,229.0785891,224.0557966,439.4516019,60.11306217,109.2561789,49.03871544,638.0217694
CFD-BF-045-003-N.jpg,202.0024752,198.0025252,372.1164263,55.66105667,107.5563219,56.42045451,502.5865009
CFD-BF-045-051-F.jpg,210.1927687,204.1984329,366.3864553,54.86262702,102.1324159,62.10668388,480.1750491
CFD-BF-045-062-HO.jpg,221.0361961,218.0573319,365.0753229,66.11659146,123.5830621,57.79488179,531.0222918
CFD-BF-045-064-HC.jpg,213.0093895,211.0094785,361.0754722,61.87061749,123.2413655,59.38716219,500.9783111
CFD-BF-045-068-A.jpg,201.159141,197.1243263,336.2982861,57.23152707,112.8050551,64.72134393,441.8787707
CFD-BF-047-003-N.jpg,248.0020161,242.0020661,415.1076383,62.46828135,116.0673873,58.61644865,591.5167021
